@relation R_data_frame

@attribute WeekDay {1,2,3,4,5,6,7}
@attribute Hour {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute MinuteRange {01-10,11-20,21-30,31-40,41-50,51-60}
@attribute operatingSystem {'(not set)',Android,BlackBerry,Linux,Macintosh,Windows,'Windows Phone',iOS}
@attribute language {ag,ar,ay,az,bg,ca,cs,da,de,el,en,es,fi,fr,he,hu,il,is,it,iw,ja,ka,ko,lt,lv,nb,nl,pl,pt,ro,ru,sk,sv,th,tr,uk,un,vi,zh,zz}
@attribute MobileDeviceManuf {'(not ','Acer ','Akai ','Alcatel ','Amazon ','Amlogic ','Amoi ','Ampe ','AneWish ','Apple ','Archos ','Asus ','BLU ','BLUBOO ','BQ ','BlackBerry ','Blackview ','Boway ','CAT ','China ','Chuwi ','Coolpad ','Crosscall ','Cube ','Cubot ','DNS ','DOOGEE ','Dell ','Dialog ','ECOO ','Elephone ','Eny ','Eton ','Evolio ','FREETEL ','Fairphone ','Feiteng ','Fly ','GSmart ','GTab ','Gigabyte ','Gionee ','Google ','HOMTOM ','HP ','HTC ','HTM ','Hisense ','Huawei ','INUI ','Icemobile ','InFocus ','Infinix ','Infotmic ','Insignia ','Intex ','JXD ','Jiake ','Jiayu ','Jintian ','Karbonn ','Kenxinda ','Kingzone ','Kyocera ','LG ','LGG ','LYF ','Laude ','Lava ','LeEco ','LeTV ','Leagoo ','Legend ','Lenovo ','MXIII ','Maxon ','MediaTek ','Meizu ','Mercury ','Micromax ','Microsoft ','Minix ','Mio ','Mlais ','More ','Motorola ','Mozilla ','Nextbit ','Nokia ','Nomi ','OPPO ','Odys ','OnePlus ','Oukitel ','Ourspop ','Pantech ','Philips ','Posh ','Prestigio ','QMobile ','RCA ','Reeder ','Rivo ','SFR ','Samsung ','Sharp ','Silverline ','Siswoo ','Solotab ','Sonim ','Sony ','SonyEricsson ','Spice ','Star ','Sunsky ','Swipe ','Symphony ','Tagital ','Teclast ','Tecno ','ThL ','Tienhe ','Timing ','Toshiba ','Tronfy ','Turkcell ','UMI ','UTOK ','Ubro ','Ulefone ','Vernee ','ViewSonic ','Vivo ','Vodafone ','Wiko ','Wileyfox ','Xiaomi ','Xolo ','Yezz ','ZIDOO ','ZOPO ','ZTE ','Zoomtak ','iDROID ','iNew ','iRulu ','vkworld '}
@attribute VisitNumberGroup {1,11-20,2,21-50,3,4-5,51+,6-10}
@attribute Source {(direct),'(not set)',10.0.0.2:8880,1900SMS,192.168.0.253,192.168.39.3,2net.co.il,4mama.co.il,AdExpired,AdPublished,AndroidApp,FACEBOOK,Facebook,IphoneApp,Mail,Mail_deleted_by_user,Mail_deleted_by_user_NO_CONTANT,SendToFriend,StarredAds,UpgradeAd,Viber,Walla,Whatsapp,Win8App,'Yad1 Lead Confirmation',ad.co.il,api-mail.walla.co.il,aprent.co.il,auto1.co.il,beinisrael.com,bekaloot.co.il,bing,bladna.co.il,blove.co.il,buatnadlan.com,camp.lease4u.co.il,cannamarket.co.il,car,carsforum.co.il,catalog.orbita.co.il,classicar.co.il,clipboard,cp.teensafe.com,dalili.net,daliluk.com,digitalcard1.co.il,divur_nadlan,duckduckgo.com,easyexpat.com,expat.com,ezba,facebook,facebookshar,forummotor.israelinfo.co.il,fullgaz.co.il,fwportal.haifa.ac.il,g1948.com,galileasing.co.il,gdeil.hit.gemius.pl,gimzo.org.il,go.mail.ru,goldabar.co.il,google,google.co.il,haslik.co.il,hasolidit.com,heshemoto.co.il,hiside.co.il,ic.autocenter.co.il,icon_cafe,icon_link4u,icon_netex,israelbody.com,jeepolog.com,kafe,kafe.co.il,keshet,kik.com,kranot.org.il,l.facebook.com,lainyan.co.il,link4u.co.il,links.zahav.ru,ljpoisk.ru,lm.facebook.com,login_for_traders,m.auto.co.il,m.bizportal.co.il,m.calcalist.co.il,m.cellcom.co.il,m.facebook.com,m.vk.com,m.zap.co.il,m44.co.il,mail.google.com,mail_ad_deleted_by_user_empty,mail_ad_exposed,mail_pag_tokef,mail_to_advertiser,makers.co.il,metasearch.co.il,mini-sites.net,mls.nadlanone.co.il,mob.co.il,mobile.mako.co.il,mobileapp.mako.co.il,motoscooter.co.il,myactivity.google.com,mysearch.com,nbn.org.il,netex.co.il,newmail.012.net.il,noblockme.ru,ntgroup.co.il,omm.co.il,optimize.google.com,outlook.live.com,pandoor.co.il,parpar.net,pleasing.shlomo.co.il,portal.mobilebackup.biz,portelo.co.il,publicators.com,qa.yad2.co.il,re_facebook,rusisrael.livejournal.com,safe.partner.net.il,sales.albar.co.il,sce-ac.co.il,search-il.com,search.abclauncher.com,search.clearch.org,searchit.co.il,searchmobileonline.com,sharabi.co.il,sheav.org,sova.co.il,start,start.co.il,strauss-water-campaign.co.il,t.co,tabletstart.lenovo.com,tiuli.com,toyota.co.il,tpc.googlesyndication.com,translate.googleusercontent.com,use.co.il,uzit.co.il,vagit.co.il,walla.co.il,walla_component,walla_iframe,web01an.apps-search.com,web02as.apps-search.com,wikizona.org,yad2,yad2.pitchonlev.org.il,yahoo,yandex,yesplanet.co.il,ynet.co.il,zetov.info,zooloo.co.il}
@attribute Medium {(none),'(not set)',Banner,Chat,Logo_main,POSTS,Yad1_share,alert,app,baner,content,cpc,email,fbfeed,index,kafe,kniut,left,link,luhot_kniut_yad2,luhot_yad1,luhot_yad2,mail_add,mail_opinion_car,mail_opinion_nadlan,mehapsim_yad2,organic,popular_yad2,position,post,referral,sargel,share,shimushi_yad2,to_friend,walla_ads,yad1_re_facebook,yad2,yad2_cars,yad2_nadlan_rent,yad2_nadlan_sale,yad2_second_hand}
@attribute channelGrouping {(Other),Direct,Display,Email,'Organic Search','Paid Search',Referral,Social}
@attribute campaign {(none),'(not set)',1900SMS,AdExpired,AdNotPublished,AdPublished,Androidapp-Yad1,Androidapp-editAd,App,Area,Iphoneapp-editAd,Neighbors,Netex_icons,Private,SendToFriend,StarredAds,ToAdFromMyYad2,UpgradeAd_CarPrivate,Yad1,'Yad1 - חברות בניה','Yad1 Lead Confirmation','Yad1- דירות ערים','Yad1- פרוייקטים ערים','Yad2 - חיפוש על מפה - Display Remarketing','Yad2 - מדד הנדל\"ן - דיספליי - Affinity','Yad2 - מדד הנדל\"ן מתחרים','Yad2 - מוצרים יד2 שנייה','Yad2 - מחירון רכב - דיספליי - Affinity','Yad2 - מחירון רכב שוטף','Yad2 - נדל\"ן להשכרה','Yad2 - רכבים יד2','Yad2 - Brand E','Yad2 - Brand+Product','Yad2 - Business for Sale - Search','Yad2 - Tadmit 2016 - GDN Affinity - All','Yad2 - Tadmit 2016 - GDN In-market - All','Yad2 - Tadmit 2016 - GDN Topics - All','Yad2 - Tadmit 2016 - GDN Topics - General',Yad2-in-kafe,campaign,for_sale,hotPic,hotPic?ref=fb,innerdetails,kafe,kafe_icons,link,link4u,m-ToAd,main_street,main_yad2,map,more,more?utm_medium=content,nadlan_sale,newpricelist,otherVerticals,postim,privatearea,start_icons,walla_home_new,walla_inner,yad1,'yad1 - מתחרים',yad2_gadStein,yad2alerts}
@attribute platform {DESKTOP_WEB,MOBILE_APP_ANDROID,MOBILE_APP_IOS,MOBILE_WEB}
@attribute AccumAvgTimeonSite numeric
@attribute AccumAvgpageviews numeric
@attribute isFeedCar {0,1}
@attribute isFeedNadlan {0,1}
@attribute isFeedSecondHand {0,1}
@attribute isNadlanRoomsFilter {0,1}
@attribute isNadlanPriceFilter {0,1}
@attribute isNadlanShowPhone {0,1}
@attribute isNadlanCallSeller {0,1}
@attribute Success {0,1}

@data
6,16,31-40,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,716.538462,1.538462,0,0,0,0,0,0,0,0
4,23,01-10,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,4,2,0,0,0,0,0,0,0,0
2,6,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,116.055556,7.666667,1,0,0,0,0,0,0,0
4,9,31-40,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,299,13,0,0,0,0,0,0,0,0
2,12,21-30,Android,he,'Huawei ',51+,(direct),(none),Direct,(none),MOBILE_WEB,98.75,3.083333,0,0,0,0,0,0,0,0
2,14,11-20,Android,ru,'Asus ',1,google,organic,'Organic Search',(none),MOBILE_WEB,87,2,0,0,0,0,0,0,0,0
7,12,21-30,iOS,he,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,571,17.666667,0,0,0,0,0,0,0,0
2,17,31-40,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,863.928571,14.071429,0,1,0,0,0,0,0,0
5,9,01-10,Android,he,'Samsung ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,55,3,1,0,0,0,0,0,0,0
1,18,41-50,Android,he,'LG ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,23.25,2.25,0,0,0,0,0,0,0,0
5,11,31-40,Android,he,'LG ',6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,145.875,6.25,0,1,0,1,1,0,0,0
5,16,01-10,iOS,ru,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,249,4,0,0,0,0,0,0,0,0
1,15,51-60,Android,he,'OnePlus ',3,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,36.333333,2,0,0,0,0,0,0,0,0
1,10,41-50,Android,en,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,151,10.8,0,0,0,0,0,0,0,0
7,16,41-50,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,808,38,0,1,0,1,1,0,0,0
7,7,11-20,Android,he,'Sony ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,327,18.5,1,0,0,0,0,0,0,0
6,18,41-50,Android,he,'Samsung ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,296.5,5.5,0,0,0,0,0,0,0,0
6,10,01-10,iOS,he,'Apple ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,1923,40.666667,0,1,0,0,0,0,0,0
2,15,21-30,iOS,he,'Apple ',3,google,organic,'Organic Search',(none),MOBILE_WEB,43.5,4.5,0,0,0,0,0,0,0,0
7,15,41-50,Android,he,'SonyEricsson ',2,google,organic,'Organic Search',(none),MOBILE_WEB,1264,51,0,0,0,0,0,0,0,0
5,4,21-30,Android,he,'LG ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,536,7,0,0,0,0,0,0,0,0
2,6,51-60,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1624.375,71.041667,1,0,0,0,0,0,0,0
6,22,01-10,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,1032.888889,27.222222,0,1,0,1,0,0,0,0
6,9,21-30,Android,he,'LG ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,80.666667,4,1,0,0,0,0,0,0,0
1,6,31-40,Android,en,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,887,23,0,1,0,1,0,0,0,0
5,8,21-30,iOS,en,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,0,1,0,0,0,0,0,0,0,0
1,16,31-40,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,278,1.75,0,0,0,0,0,0,0,0
6,11,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,6,3,0,0,0,0,0,0,0,0
7,0,31-40,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,41.5,2.5,0,0,0,0,0,0,0,0
4,9,01-10,iOS,en,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,266.333333,7.333333,0,1,0,0,0,0,0,0
3,13,11-20,Android,ru,'Meizu ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,7,31-40,Android,he,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,640,2,0,0,0,0,0,0,0,0
4,8,21-30,Android,he,'Samsung ',1,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,16,01-10,Android,he,'Samsung ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,938,25.25,1,0,0,0,0,0,0,0
5,18,01-10,Android,ru,'LG ',4-5,(direct),(none),Direct,(none),MOBILE_WEB,623,24,1,0,0,0,0,0,0,0
6,16,31-40,iOS,ar,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,888.8,35.8,1,0,0,0,0,0,0,0
1,12,51-60,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1130.852941,23.735294,1,0,0,0,0,0,0,0
3,18,31-40,Android,he,'Samsung ',1,google,organic,'Organic Search',(none),MOBILE_WEB,1251,11,0,1,0,0,0,0,0,0
2,14,41-50,Android,he,'(not ',1,google,organic,'Organic Search',(none),MOBILE_WEB,475,13,0,0,0,0,0,0,0,0
5,4,31-40,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,6,1,0,0,0,0,0,0,0,0
1,11,31-40,iOS,ru,'Apple ',3,google,cpc,'Paid Search','Yad1- פרוייקטים ערים',MOBILE_WEB,50,2,0,0,0,0,0,0,0,0
6,14,11-20,Android,he,'Xiaomi ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,31,4,0,0,0,0,0,0,0,0
2,12,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,320.269231,10.307692,0,0,0,0,0,0,0,0
6,11,01-10,Android,ru,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,603.25,36.25,1,0,0,0,0,0,0,0
1,9,21-30,Android,he,'Samsung ',1,google,organic,'Organic Search',(none),MOBILE_WEB,741,16,0,1,0,0,0,0,0,0
3,17,01-10,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_WEB,29,3,0,1,0,1,0,0,0,0
3,16,31-40,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,504,11.846154,0,0,0,0,0,0,0,0
5,14,21-30,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,311,7,0,0,0,0,0,0,0,0
4,15,11-20,Android,he,'(not ',1,google,cpc,'Paid Search','Yad2 - Brand+Product',MOBILE_WEB,0,1,0,1,0,0,0,0,0,0
1,21,21-30,Android,en,'Huawei ',4-5,(direct),(none),Direct,(none),MOBILE_WEB,259,3,0,0,0,0,0,0,0,0
3,11,51-60,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,493.111111,11.481481,0,0,0,0,0,0,0,0
6,6,31-40,Android,ru,'Huawei ',51+,(direct),(none),Direct,(none),MOBILE_WEB,42,10,0,0,0,0,0,0,0,0
4,21,21-30,Android,he,'Samsung ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,10,31-40,Android,he,'OnePlus ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,199.833333,10,1,0,0,0,0,0,0,0
3,10,31-40,iOS,he,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,309,4.142857,0,0,0,0,0,0,0,0
6,16,11-20,Android,he,'Motorola ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,881.333333,43.444444,0,0,0,0,0,0,0,0
1,18,41-50,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1772,36.142857,1,0,0,0,0,0,0,0
3,16,31-40,Android,he,'Google ',51+,(direct),(none),Direct,(none),MOBILE_WEB,724.272727,16.545455,0,1,0,0,1,0,0,0
1,14,51-60,iOS,he,'Apple ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,598.875,4.5,0,0,0,0,0,0,0,0
3,12,51-60,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,191.5,2,0,0,0,0,0,0,0,0
5,15,31-40,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,42,2.333333,0,0,0,0,0,0,0,0
2,17,51-60,Android,en,'LG ',2,google,organic,'Organic Search',(none),MOBILE_WEB,588.5,13.5,0,1,0,1,0,0,0,0
1,8,21-30,iOS,he,'Apple ',2,(direct),(none),Direct,(none),MOBILE_WEB,6,2,0,0,0,0,0,0,0,0
5,17,51-60,Android,he,'(not ',3,(direct),(none),Direct,(none),MOBILE_WEB,102,2,0,0,0,0,0,0,0,0
7,15,01-10,iOS,he,'Apple ',6-10,AdExpired,email,Email,AdExpired,MOBILE_WEB,27.4,1.8,0,0,0,0,0,0,0,0
1,19,41-50,Android,he,'Samsung ',6-10,m.facebook.com,referral,Social,(none),MOBILE_WEB,2.5,0.5,0,0,0,0,0,0,0,0
7,21,41-50,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1231.4,22.6,1,0,0,0,0,0,0,0
3,17,51-60,Android,he,'Xiaomi ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,581.647059,10.823529,0,0,0,0,0,0,0,0
4,19,51-60,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
6,6,41-50,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,913.555556,25.444444,1,0,0,0,0,0,0,0
4,14,51-60,Android,en,'LG ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,369.5,13,1,0,0,0,0,0,0,0
5,21,21-30,Android,en,'LG ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,615,10,0,1,0,1,0,1,0,0
4,21,41-50,Android,he,'Xiaomi ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,430,8,1,0,0,0,0,0,0,0
5,12,41-50,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
4,7,31-40,Android,he,'HTC ',51+,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,286.5,11.5,0,1,0,0,0,0,0,0
7,9,21-30,Android,he,'LG ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,26.5,2,0,0,0,0,0,0,0,0
6,14,01-10,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,433,7,1,0,0,0,0,0,0,0
7,19,01-10,Android,he,'Feiteng ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,2967,26,0,1,0,1,1,0,0,0
1,5,41-50,Android,he,'Meizu ',1,google,organic,'Organic Search',(none),MOBILE_WEB,958,51,1,0,0,0,0,0,0,0
2,20,41-50,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,855.625,33.125,1,0,0,0,0,0,0,0
4,17,31-40,Android,he,'LG ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,906,58,0,0,0,0,0,0,0,0
1,11,11-20,Android,he,'Samsung ',1,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
4,15,01-10,Android,fr,'Samsung ',1,(direct),(none),Direct,(none),MOBILE_WEB,1786,27,0,1,0,1,0,0,0,0
6,1,41-50,Android,en,'Samsung ',11-20,google,cpc,'Paid Search','Yad2 - Brand E',MOBILE_WEB,119,6,1,0,0,0,0,0,0,0
5,16,11-20,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,778,23,0,1,0,1,1,0,0,0
2,19,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,42.111111,8.444444,0,0,0,0,0,0,0,0
4,21,41-50,Android,en,'LG ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,172,13,0,0,0,0,0,0,0,0
2,19,11-20,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,279.972222,4.472222,0,1,0,1,0,0,0,0
4,15,21-30,Android,he,'HTC ',51+,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
1,5,31-40,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,42.6,2.6,0,0,0,0,0,0,0,0
1,18,41-50,iOS,he,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,10,2,0,0,0,0,0,0,0,0
1,15,01-10,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,2057,95,1,0,0,0,0,0,0,0
5,13,41-50,iOS,he,'Apple ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,134,9,0,1,0,0,0,0,0,0
1,15,51-60,Android,he,'(not ',11-20,google,organic,'Organic Search',(none),MOBILE_WEB,621.5,14.75,1,0,0,0,0,0,0,0
7,11,11-20,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_WEB,19,2,0,1,0,0,0,0,0,0
1,19,31-40,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,41,1,0,0,0,0,0,0,0,0
2,22,41-50,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,628.088235,12.764706,0,0,0,0,0,0,0,0
6,17,01-10,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_WEB,523.625,2.625,0,0,0,0,0,0,0,0
3,18,41-50,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,289.153846,9.615385,1,0,0,0,0,0,0,0
7,14,51-60,Android,he,'Samsung ',2,(direct),(none),Direct,(none),MOBILE_WEB,40,1.5,0,0,0,0,0,0,0,0
2,6,21-30,iOS,ru,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,173.645161,4.225806,0,1,0,1,0,0,0,0
6,14,11-20,Android,he,'Sony ',2,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,386,15,1,0,0,0,0,0,0,0
7,19,41-50,Android,he,'Huawei ',21-50,google,organic,'Organic Search',(none),MOBILE_WEB,1162.2,26,0,0,1,0,0,0,0,0
3,11,31-40,iOS,en,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,228,4,0,0,0,0,0,0,0,0
5,6,31-40,Android,he,'Samsung ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,348.5,16,0,0,0,0,0,0,0,0
5,4,01-10,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,0,1,1,0,0,0,0,0,0,0
4,8,41-50,Android,he,'Google ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,0,1,1,0,0,0,0,0,0,0
7,16,41-50,iOS,he,'Apple ',1,(direct),(none),Direct,(none),MOBILE_WEB,222,10,1,0,0,0,0,0,0,0
5,9,31-40,Android,he,'LG ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,181.5,9.5,0,0,0,0,0,0,0,0
3,12,01-10,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,1699.6,24.6,0,0,0,0,0,0,0,0
3,18,01-10,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,604.5,29,1,0,0,0,0,0,0,0
7,7,41-50,Android,en,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_WEB,21,2,0,0,0,0,0,0,0,0
7,11,21-30,Android,he,'Samsung ',4-5,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,703.666667,34.666667,1,0,0,0,0,0,0,0
7,12,01-10,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,1457.428571,34.714286,1,1,0,0,0,0,0,0
6,16,51-60,Android,he,'Samsung ',6-10,google,organic,'Organic Search',(none),MOBILE_WEB,300.2,8,0,0,1,0,0,0,0,0
1,12,41-50,iOS,en,'Apple ',2,(direct),(none),Direct,(none),MOBILE_APP_IOS,618,16,1,0,0,0,0,0,0,0
6,11,21-30,Android,he,'Samsung ',3,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,0,1,0,0,0,0,0,0,0,0
5,15,51-60,iOS,ar,'Apple ',6-10,(direct),(none),Direct,(none),MOBILE_APP_IOS,437,17,1,0,0,0,0,0,0,0
1,10,31-40,Android,he,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,833.5625,39.875,1,0,0,0,0,0,0,0
2,14,21-30,iOS,he,'Apple ',2,(direct),(none),Direct,(none),MOBILE_APP_IOS,137,7,1,0,0,0,0,0,0,0
6,4,51-60,Android,he,'(not ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,146.5,14.5,1,0,0,0,0,0,0,0
4,17,11-20,iOS,en,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,447,2.555556,0,1,0,0,1,0,0,0
3,6,41-50,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,141.333333,7.166667,0,0,0,0,0,0,0,0
5,9,21-30,Android,en,'Samsung ',6-10,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,526,11,1,0,0,0,0,0,0,0
4,12,11-20,Android,en,'Samsung ',21-50,(direct),(none),Direct,(none),MOBILE_WEB,79,8,1,0,0,0,0,0,0,0
2,20,31-40,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_WEB,80.5,5,1,0,0,0,0,0,0,0
1,4,41-50,iOS,he,'Apple ',1,Facebook,'(not set)',(Other),m-ToAd,MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
2,17,41-50,Android,he,'Samsung ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,156,11,0,0,1,0,0,0,0,0
7,19,41-50,Android,he,'HTC ',51+,(direct),(none),Direct,(none),MOBILE_WEB,806.571429,16.857143,0,0,0,0,0,0,0,0
4,18,01-10,Android,he,'OnePlus ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
7,14,01-10,iOS,en,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_WEB,208.5,11.5,0,0,0,0,0,0,0,0
2,18,41-50,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,232.666667,17,1,0,0,0,0,0,0,0
5,16,21-30,iOS,he,'Apple ',11-20,(direct),(none),Direct,(none),MOBILE_APP_IOS,157.5,7.5,1,0,0,0,0,0,0,0
5,21,01-10,iOS,he,'Apple ',21-50,(direct),(none),Direct,(none),MOBILE_APP_IOS,261,15,0,1,0,1,0,0,0,0
6,8,31-40,Android,he,'Meizu ',51+,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,116,4,0,0,1,0,0,0,0,0
7,12,21-30,Android,he,'Meizu ',4-5,(direct),(none),Direct,(none),MOBILE_APP_ANDROID,12,2,0,0,0,0,0,0,0,0
3,6,21-30,iOS,he,'Apple ',1,google,organic,'Organic Search',(none),MOBILE_WEB,37,3,0,0,0,0,0,0,0,0
2,7,21-30,Android,ru,'LG ',4-5,google,organic,'Organic Search',(none),MOBILE_WEB,322,11,0,1,0,1,0,0,0,0
5,14,51-60,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,995.6,8.4,1,0,0,0,0,0,0,0
7,7,21-30,Android,he,'Samsung ',11-20,(direct),(none),Direct,(none),MOBILE_WEB,108,4.285714,0,0,0,0,0,0,0,0
4,14,41-50,Android,he,'Samsung ',51+,google,organic,'Organic Search',(none),MOBILE_WEB,0,1,0,0,0,0,0,0,0,0
2,17,31-40,iOS,he,'Apple ',51+,(direct),(none),Direct,(none),MOBILE_APP_IOS,295.4,14.6,0,1,0,0,0,0,0,0
